@relation finished-data
@attribute tweets string
@attribute feeling{Negative,Positive}

@data
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Sezen Aksu dinlemeyi býrakýnca farkettim. Kimseye aþýk deðilmiþim ayrýca sevgilim de yokmuþ benim. Boþu boþuna tribe girmiþim.',Positive
'Günaydýn sevgilim ????',Positive
'sevgilimden ayrýldým üzerim seni',Negative
'dizilerinde dizlerim, boynunda ellerim ,bir bebeðin dünyaya merhaba demesi gibi yeniden her gece her gece dogalim mi sevgilim',Positive
'Gerceyi sayende gordum tessekkur edrrim ici bos kalbini tatdim ne yazikki sevgilim emil',Positive
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
'Sabahýn köründe arayýp namazýný kýl sevgilim demek ne güzel sey.....',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'@MeMeliNiz3: Sevgilim olsa karþýlýklý masturbasyon yapsam relationship goals',Negative
'Sevgilim bak yine sabah oluyor.',Positive
'merhabalar 18 yasýndayým sevgilim var ve sevgilim benden bu aralar yatmamý istiyor bende ona gelinliði ne zama...',Positive
'Sevgilim! Seni seviyorum derken hic yalan soylemedim, yalan soylerken ise ben hic seni seviyorum demedim..',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Zaman geçiyor sevgilim kimseye boyun eðmem',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Ne yaptýysam olmadý sevgilim unutulamadýn',Positive
'Bizler hâlâ dolarý 2tlden yuvarlayan insanlarýz sevgilim. Hangi çaða ayak uyduralým sen söyle',Negative
'dur wp girip gruba bise yaziyimde last seen 05:21 gorup sevgilim var sansinlar',Positive
'O benim, zaman mekan aþýp geçmiþ sevgilim..',Negative
'Annemi co k seviyorum hep yanimda sevgilim gibi akil veriyor bana',Positive
'Siktir et þairi,Þiiri sevgilim. Nerde olursan ol; Bu adam,Bu þehir seni özler..',Negative
'Sevgilim öküz gibi uyuduðu için o uyurken whatsapptan söverek sesli mesaj yardýrdýðým doðrudur',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim saçlarýn/zannetme solmaz',Negative
'Sevgilim diye demiyorum, hiç yoktur kendisi.',Negative
'Eski sevgilim olan yakin arkadasimi ruyamda gormem neye dahil jsjssn',Positive
'Ben huzurlu uyuyayým diye kapýmda arabada uyumamý bekleyen caným sevgilim sen hayatýmdaki iyikisin ??',Positive
'Sevgilim kuzucumla yazýp Burhan ile poz verdiði fotoðrafýný paylaþmýþ. Biraz sinirlendim ama aramýzda hallederiz.',Negative
'Sezen Aksu dinlemeyi býrakýnca fark ettim. Kimseye aþýk deðilmiþim ayrýca sevgilim de yokmuþ benim. Boþu boþuna tribe girmiþim.',Positive
'Facebook þifresini vermiyor diye kavga edip ayrýlan sevgililer varmýþ. Lan benim sevgilim olsun Da Vincinin þifresini …',Positive
'Bi kere Modada sevgilimle gezerken çiçekçi alasýn deniz gözlü kýzýma bi gül demiþti. Eski sevgilim de onun gözleri lens yea dedi.',Positive
'Sevgilim Gazze mutlaka döneceðim',Negative
'@ayselayturk eski sevgilim benim +18 videolarýmý porno sitede paylaþmýþ rica etsem siteye girer þikayet edermisin? ',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'ezanlar bizim için okunuyor sevgilim',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'bu bokslar ikimiz için okunuyor sevgilim.',Negative
'Durun kapý çalýyo kesin cin sevgilim gelmiþtir sjshsjs',Positive
'Elleriyle her öðün yemek yediren bir sevgilim varken kilo kavramý çok sövülesi..',Positive
'Gel bana çukulata sevgilim floydpackman',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Ýsmailden sonraki sevgilim arkdslr sjsjjs',Positive
'Sevgilim Gazze mutlaka döneceðim',Negative
'Sevgilim Gazze mutlaka döneceðim',Negative
'çok güzel. Sevgilim ve ben beðendik.',Negative
'Yeni Sevgilim Var Çok Mutluyum Demiþsin , Þunu Unutma ; - Kurtun Býraktýðýný Her Zaman Çakallar Kapar . . !',Negative
'Söyle caným sevgilim hayat bize oyun oynuyor olabilir mi ?',Positive
'SEVGÝLÝM VAR BEYZA Sitemiz Fotoðrafa Bak Derim &gt; 541',Negative
'sevgilim ergenliðe mi girdin',Positive
'Sevgilim umurhan ile konusuyorum diye beni terketti arkadaslar ne den shdjdhkd',Negative
'Bana Ne Yaþattýysan, Aynýsýný Yaþa Sevgilim :/',Negative
'Sevgilim umurhan ile konusuyorum diye beni terketti arkadaslar ne den shdjdhkd',Negative
'laa oyle bir sevgilim olsun 1000000 euro borcum olsun varsin dermiissimmO??O??',Positive
'Hadi ben tipsizsim sevgilim yok sizin niye yok aq',Negative
'Bir þiir istersin,içinde benzetmeler olan.Kusura bakma sevgilim,heybemde sana benzeyecek kadar güzel bir þey yok..',Negative
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
'Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer arasýnda, b... enhizlihaber',Negative
'Sevgilim diye demiyorum, hiç yoktur kendisi.',Negative
'Dusuncesi bile guzel sevgilim',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Sevgilim diye demiyorum, hiç yoktur kendisi.',Negative
'BenSenin Yaþamak ümitli bir iþtir, sevgilim.',Negative
'Ben bu aþk sahnesinden çekilmeyeceðim sevgilim.. Ya birlikte boylayacaðýz cehennemi ya da benim için mutlu bir sonla bitecek bu hikâye..',Positive
'Hadi ben tipsizsim sevgilim yok sizin niye yok aq',Negative
'BenSenin Ayrýldýktan 2 gün sonra yeni birine Sevgilim diyecek kadar basit olmayýn.',Negative
'ben tutup bunu söylesem kesin çocuk musun diyen bir sevgilim olur bendeki de böyle bir þans iþte ??????',Positive
'Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer arasýnda, benlik ve benli...',Negative
'Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer arasýnda, benlik ve benli...',Negative
'YENÝÞAFAK- Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer ar... SonDakika',Negative
'Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer arasýnda, b... enhizlihaber',Negative
'Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer arasýnda, benlik ve benli...',Negative
'Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer arasýnda, benlik ve benli...',Negative
'Yenisafak Sevgilim Gazze mutlaka döneceðim: Edward Said, “Göç bir insan ile doðup büyüdüðü yer ara... SonDakika',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Sevgilim Gazze mutlaka döneceðim Kadýköy Kadikoy',Negative
'Hem sevgilim yok, hem þarjým bitiyo. Saçmalýða bak BenSenin',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'UyumuyorumÇünkü salak sevgilim.',Negative
'Ben boðaz aðrýmdan bu saatte uyandým. Ve vatsapta cevrimici oldum. Gören sevgilim var sanacak',Positive
'Elleri küçük sevgilim ne güzel þey seni hatýrlamak',Positive
'Evet benim sevgilim barda çalýþýyor ve ben hiç kýskanmýyorum çok mu ilginç ? Güveniyorum Allah Allah',Positive
'Eski sevgilim adi okan tam bir yavsak insallah bunu okur.',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'sevgilim senden daha tatlý amaaa :3',Positive
'Bu saate kadar uyutmayan bi sevgilim var',Positive
'BenSenin Allah biliyo sevgilim olunca kýskançlýk krizine gireceðimi, o yüzden vermiyo valla bak.',Positive
'Hem sevgilim yok, hem þarjým bitiyor. Düpe düz saçmalýk. BenSenin',Positive
' Sevgilim;',Negative
'BenSenin Hem sevgilim yok, hem þarjým bitiyo. Saçmalýða bak',Positive
'Vaktim yok sevgilim,kýyamet kopacak!..(miligram)',Negative
'BenSenin sevgilim var demektense beni seven biri var demek çok daha iyi.',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Ýlla sevgilim olmak zorunda deðilsin, yalnýz hissettirme yeter. BenSenin',Positive
'Telefonum resmen sevgilim oldu -hadi kapat tuþ kilidimi +yok aþkým þarjýn bitsin -ya %35im þaþkýn +tamam o zaman uyuyom ben',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'yarabandý sevgilim benim',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Tamam sevgilim deðilsin ama bu seni sevmediðim, kýskanmadýðým, özlemediðim anlamýna gelmez, gelemez.',Positive
'Þuan sevgilim hariç herþeysin þu cümleyi ölsem unutmam.',Positive
'Allahtan sevgilim kaslý yoksa gidiciydim',Positive
'Sevgilim olmasýn, ama hep benim yanýmda olsun hissi. BenSenin',Negative
'Yaþamak ümitli bir iþtir, sevgilim. BenSenin',Negative
'Sevgilim sana uzun bir yolculuk borçluyum.. BenSenin',Negative
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'SENÝ ÇOK SEVÝYORUM SEVGÝLÝM.',Negative
'Nikahýna beni çaðýr sevgilim o damadýn anasýný sikeyimm',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Üþüdüysen söyle sevgilim, seni bir kat daha seveyim..',Negative
'Dün gelmiþ gibisiin doymadým sana ne olur sevgilim birgün daha kall',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
'Benim yüzümden Uykun kaçtý.ona üzüldüm,sýkýntý yapacak biþey yok.. özür dilerim sevgilim..yalnýzca uymaya çalýþýyorum ev sahibine',Negative
'Kýza vatsap var mý dedim, sevgilim var dedi.. ne alaka.. belki ben seninle seçimler hakkýnda konuþcaktým. olamaz mý. olamaz gibi',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Sevgilimle on birinci ayýmýzda hâlâ ve hâlâ sevgilim ve ev arkadaþlarýyla blöf oynuyoruz???????? en güzel ay dönümü?????????? ne güzel??????',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'zorun ne sevgilim BestFandomCA2015 Directioners',Positive
'Sevgilim kolunu uzatýr misin? Sümük þelale oldu',Negative
'Bir gram uykum yok aq aklýma eski sevgilim geldi hay amk ??????',Positive
'ya eski sevgilim olsan bu kadar duvarýna bakmazdým be kitapsýzýn kýzý',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Bazý zamanlar oluyor. Sevgilim varmýþ gibi hissediyorum. Duygularda yalanlaþmýþ gibi',Negative
'Hadi iyi geceler diyen bi sevgilim yok diyelim , yat zýbar diyen kardeþlerim de yok benim. O nolucak?',Negative
'171 sigara biraktirma hattini aradim sevgilim seni nasýl özledigimi anlattim dayanamayip onlarda yaktý sigara durum vahim',Positive
'Bir tweet atmam lazým, eski sevgilim mesajý alsýn, yenisi anlamasýn, aday olan üzerine alýnsýn.',Positive
'SENÝ SEVMEK EN GÜZEL ÞEY OLSA GEREK EY BENÝM HASRET KOKAN SEVGÝLÝM NEERLERDESÝN SENÝ ÇOK ÖZLEDÝM........ SERPÝL DEN ELMACIYA',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, Bir bekleyenim var de gel.',Negative
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
'Ne kýzdým be Adam sevgilim sanki ????????',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Benim niye sevgilim yok anlamaya basladim BestFandomCA2015 ELF',Positive
'Yeni Sevgilim Var Çok Mutluyum Demiþsin , Þunu Unutma ; - Kurtun Býraktýðýný Her Zaman Çakallar Kapar . . ! =D',Negative
'daha önümüzde uzun bi yol var bu daha baþlangýç sevgilim ama seninle çok mutluyum seni çok seviyorum ????',Positive
'Sevgilim iyiki doðdun nice mutlu birlikte yýllara seni çok seviyorum ¦¦',Positive
'hadi ben tipsizim benim sevgilim yok, sizin niye yok aq ?',Positive
'Benim niye sevgilim yok anlamaya basladim BestFandomCA2015 ELF',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Umudumu skeyim sevgilim. Ölene kadar bekleyeceðim...',Negative
'Gizem sevgilim deðil gençler sakin olabilirsiniz ??????',Positive
'Dün kendisi uyuyup bugün beni uyutmayan sevgilim var sjssjsjs',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'sevgilim yok da niye bokunu çýkanýyonuz...??',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Ozan Koçer - Eski Sevgilim',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Kuþlarý boþ ver sevgilim, papatya koysunlar yoluna.',Negative
'Ben eve girmeden uyuyamaz sevgilim dedim,ev sahibine.. Daha önceki tecrübelerden bahsettim.. Uyu hadi, salondayiz..',Positive
'Anne sevgilim olsaydý tebessüm ederdim. Ama gördüðün gibi ben burada hayvan gibi anýrýyorum yani',Positive
'Twitterin genel hali : x=benim fake sevgilim mesela :) Bitanem aþkým iyi geceler :) tabi boþ durmamalý o da mention atar falan :D',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Doðmamýþ güneþimsin rüyalarda eþimsin sevgilim söylermisin ateþ böceðimmisin',Positive
'ayrýldýktan 1 hafta bir baþka insan sevgilim diyebilmek ne kadar da kolay',Positive
'çok sevdim sevgilim sevgim bir yanda sen bir yanda kaldýn',Positive
'mutlu olmak istedikten sonra sende mutlu olursun ben o tiviti sevgilim için falan atmadým yani hoþ benim sevgilimde yok :D',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Ýrem Derici - Nazende Sevgilim (Best Fm Akustik) aracýlýðýyla',Negative
'Þimdi benim için lunaparký açtýracak hadi aþkým çok yoruldun diyecek romantik bir sevgilim yok ya yazýklar olsun.Nerde öküz orda melis ????',Positive
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
'Sevgilim de tam salak he uyuycam diyorum uyumuyorum anlamýyor',Negative
'5 gündür evden çýkmýyorum sevgilim býrakta yarýn bari çýkýyýýýým :((',Positive
'Yasin sevgilim deðil sakin olun gençler ??',Positive
'Ulan sigarayý yakýyorum birayý alýyorum þarkýyý açýyorumda neye üzülüceðimi bilmiyorum en son ilk okulda sevgilim olmuþtu amk',Positive
'Sevgilim sýfatlý yaratýk fosur fosur uyusun biz yatakta bi saða dönüp sýkýlalým bi sola dönüp sýkýlalým',Negative
'Keþke sevgilim olsaydý da bi saatte mesaj atýp uyandýrsaydým ??',Positive
'Sevgilim, aþkýmý tahakkuk ettirmek istiyorum.',Negative
'Eskiden sadece arama yapmak icin telefon kullanip simdi tum hesaplarini FBIdan daha iyi koruyan bir eski sevgilim var.',Positive
'Bu kadar yakýþýklý olmak baþa bela arkadaþlar. Kýzlar sevgilim olduðunu düþünüp bana yaklaþmýyorlar.',Positive
'gözaltlarý mor istegim arttý allahým gelecekteki sevgilim bill skarsgård gibi biþi olsun ya',Positive
'Senin benimle zorunu sikerim sevgilim olalala',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Ve sevgilim sana gelince; eðer bir gün uðrarsan sol göðsümün altýndaki kente,hüzünlü bir…',Positive
'Mahkemeye beni de çaðýr sevgilim.Içerim adliyeden bir çayýný BestFandomCA2015 ELF',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'ayrý ayrý yataklarda birbirimize sarýlarak uyuyoruz sevgilim',Negative
'???? ?????.?????... via',Negative
'Sevgilim ben þimdi büyük bir kentte seni düþünmekteyim. Elimde uçuk mavi bir kalem cebimde iki paket sigara.',Negative
'ruyamda, olulerle konusmak icin cinayet isleyen biriyim, neyse ki bu gece sen izinlisin, psikopatligimizi yaristirmayalim istersen sevgilim.',Negative
' sevgilim-kýzma-bana-ve-sakýn-yanlýþ-anlama-kýrmýzý-rujunu-sürdüðünde-paramýn-yetmediði-elma-þekeri-geliyor-aklýma',Negative
'sevgilim diye demiyorum ama yüz verince bokunu çýkarýyor dünya üzerinde 75 odalý malikane mi var amk.',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Eger sevgilim bana siir okursa onu romantik bir sekilde cope atar, kosarak uzaklasirim',Positive
'Ellere kanýpta gitme sevgilim Hayat bu gün gelir harcar seni zekimüren',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Çok güzelsin, hep güzelsin, þu dünyada benim için sevgilim en güzelsin.',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'@ayselayturk eski sevgilim benim +18 videolarýmý porno sitede paylaþmýþ rica etsem siteye girer þikayet edermisin? ',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'@kyu_yalnzlk : Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel.',Negative
'sen nerdesin sevgilim',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Sevgilim olsun ona bol bol tatlý yapýcam',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Sað kalýrsam beni affet sevgilim...',Negative
'Sevgilim týpký Pablo Escobar gibi sadece ben üþüdüm diye 3,5 milyon $ paraný yaktýðýn günü hala unutamýyorum.',Negative
'Sevgilim týpký Pablo Escobar gibi sadece ben üþüdüm diye 3,5 milyon $ paraný yaktýðýn günü hala unutamýyorum.',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Mesaj edecek birþey yok sevgilim,kokoreç yedik,þimdi eve geçiyoruz.. Salonda olduguna sevindim,Uykun gelmedi mi, bu saat oldu..',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Mesela seni kýskanmam için sevgilim olmana gerek yok',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'biricik sevgilim benim??',Positive
'Sevgilim yok beyler.',Negative
'Ýþin aslý sevgilim,sen bana fazla iyisin.',Negative
'neden uyku yok bana aq sevdiðimde yok sevgilim de',Negative
'biricik sevgilim benim??',Positive
'Anne gülüyorum ama sevgilim yok valla twitterdayým gel bak istersen.',Positive
'Þehrime gel sevgilim.. Yarýn çýk gel. Býrak her þeyi, bir bekleyenim var de gel. |Nazým Hikmet|',Negative
'Bir gün Gidersen sevgilim, ki ben severek ayrýlýða inanmam gidebiliyorsan eðer hiç düþünme, git. Ýnan senin yerinde o…',Negative
